,Employee.Number,Vehicle.Name,Vehicle.Description,Branch.,Home.Address,Domiciled.Work.Location,Distance.,Driving..Duration,Idling..Duration,Stop..Duration,Max.Speed,,,,,,,,Calculations,,,,,,,,EmployeeNumber,Driving Duration,Idling Duration,Stop Duration,Max Speed,Distance,Vehicle Name,Vehicle Description,Branch,Home Address,Domiciled Work Location
11,1,V1857 Tech DS Sth,Utility Ford Ranger 4x2 Well Back Dual Cab,Technology & Digital Solutions,Home - BURPENGARY,Southern Service Centre,4.1,9.07,2.35,4.47,57.8,,,,,,,,0.006296296,0.001631944,0.003101852,,9.066666667,2.35,4.466666667,,12,848.9333333,191,39491.56667,63.60454545,730.3,V1833 Pri Wks Sth,Utility Ford Ranger 4x2 Alloy Tray Single Cab,Private Works South,Home - POMONA,Southern Service Centre
12,1,V1857 Tech DS Sth,Utility Ford Ranger 4x2 Well Back Dual Cab,Technology & Digital Solutions,Home - BURPENGARY,Southern Service Centre,2.1,4.97,2.68,4.23,63.3,,,,,,,,0.003449074,0.001863426,0.002939815,,4.966666667,2.683333333,4.233333333,,13,3906.85,2747.016667,19838,66.47272727,1041.7,V1688 CCTV FS Nth,Van Mercedes Sprinter CCTV,Field Services North,N/A,N/A
13,1,V1857 Tech DS Sth,Utility Ford Ranger 4x2 Well Back Dual Cab,Technology & Digital Solutions,Home - BURPENGARY,Southern Service Centre,12.1,18.95,3.27,153.63,77.8,,,,,,,,0.013159722,0.002268519,0.106689815,,18.95,3.266666667,153.6333333,,14,2699.316667,920.05,39247.91667,39.38727273,1488,V1892 STP Sth,Utility Ford Ranger 4x2 Single Cab,Treatment Plants,Home - NARANGBA,"Treatment Plants - South Caboolture, Woodford, Burpengary, Bribie Island"
14,1,V1857 Tech DS Sth,Utility Ford Ranger 4x2 Well Back Dual Cab,Technology & Digital Solutions,Home - BURPENGARY,Southern Service Centre,7.4,13.52,0.53,6.8,57.4,,,,,,,,0.009386574,0.00037037,0.004722222,,13.51666667,0.533333333,6.8,,16,2173.266667,481.3666667,39511.23333,87.18412698,1956.7,V1754 Cap Delivery,Utility Ford Ranger 4x2 Alloy Tray Single Cab SPO,Capital Delivery,Home - KENILWORTH,Northern Corporate Centre
15,1,V1857 Tech DS Sth,Utility Ford Ranger 4x2 Well Back Dual Cab,Technology & Digital Solutions,Home - BURPENGARY,Southern Service Centre,19.4,30.53,5.82,10.4,75.7,,,,,,,,0.021203704,0.004039352,0.007222222,,30.53333333,5.816666667,10.4,,18,1209.066667,612.8333333,19102.25,50.56315789,504.9,V1755 Pool STP,Utility Ford Ranger 4x2 Alloy Tray Dual Cab,Pool Vehicle,Home - BRAY PARK,Treatment Plant Murrumba Dayboro
16,1,V1857 Tech DS Sth,Utility Ford Ranger 4x2 Well Back Dual Cab,Technology & Digital Solutions,Home - BURPENGARY,Southern Service Centre,2,5.43,4.17,3.32,48.5,,,,,,,,0.003773148,0.002893519,0.002303241,,5.433333333,4.166666667,3.316666667,,19,417.3166667,95.28333333,30393.85,59.20384615,399.4,V1789 STP Pool Nth,Hatch Toyota Prius - STP Pool Vehicle Maroochy STP,Treatment Plants,Home - Rosemount,Northern Corporate Centre
17,1,V1857 Tech DS Sth,Utility Ford Ranger 4x2 Well Back Dual Cab,Technology & Digital Solutions,Home - BURPENGARY,Southern Service Centre,22.2,34.42,6.43,1336.62,73.2,,,,,,,,0.023900463,0.004467593,0.928206019,,34.41666667,6.433333333,1336.616667,,20,765.2,238.65,41354.1,51.3640625,424.1,V1804 WACI Nth,Utility Ford Ranger 4x2 Well Back Dual Cab,Wellbeing & Continuous Improvement,N/A,Northern Service Centre
18,1,V1857 Tech DS Sth,Utility Ford Ranger 4x2 Well Back Dual Cab,Technology & Digital Solutions,Home - BURPENGARY,Southern Service Centre,2.2,22.63,19.08,2.33,58,,,,,,,,0.015717593,0.013252315,0.00162037,,22.63333333,19.08333333,2.333333333,,21,117.2,16.43333333,1443.75,90.3,124.5,V1788 Pool NCC 1,Hatch Toyota Prius - Pool Vehicle Maud St 1,Pool Vehicle,Home - MAROOCHYDORE,Northern Corporate Centre
19,1,V1857 Tech DS Sth,Utility Ford Ranger 4x2 Well Back Dual Cab,Technology & Digital Solutions,Home - BURPENGARY,Southern Service Centre,16.1,25.97,7.95,1.03,75.9,,,,,,,,0.018032407,0.005520833,0.000717593,,25.96666667,7.95,1.033333333,,22,265.9166667,88.28333333,11572.23333,65.23333333,146.5,V1657 STP Nth OnCall,Utility Ford Ranger 4x2 Alloy Tray Single Cab SPO,Treatment Plants,Home - Aroona,"Treatment Plants - Kawana,  Landsborough, Maleny"
20,1,V1857 Tech DS Sth,Utility Ford Ranger 4x2 Well Back Dual Cab,Technology & Digital Solutions,Home - BURPENGARY,Southern Service Centre,26,39.7,9.18,4.7,78.5,,,,,,,,0.027569444,0.006377315,0.003263889,,39.7,9.183333333,4.7,,23,992.1166667,411.35,12581.58333,64.54310345,523,V1755 Pool STP,Utility Ford Ranger 4x2 Alloy Tray Dual Cab,Pool Vehicle,Home - BALD HILLS,Southern Service Centre
21,1,V1857 Tech DS Sth,Utility Ford Ranger 4x2 Well Back Dual Cab,Technology & Digital Solutions,Home - BURPENGARY,Southern Service Centre,43.9,55.2,6.2,9.55,79.8,,,,,,,,0.038333333,0.004305556,0.006631944,,55.2,6.2,9.55,,24,57.3,30.18333333,465.3833333,33.44444444,19.5,V1674 Pool Mkting,Van Hyundai iLoad,Pool Vehicle,N/A,N/A
22,1,V1857 Tech DS Sth,Utility Ford Ranger 4x2 Well Back Dual Cab,Technology & Digital Solutions,Home - BURPENGARY,Southern Service Centre,2.4,5.38,1.38,1236.4,62,,,,,,,,0.003738426,0.000960648,0.858611111,,5.383333333,1.383333333,1236.4,,25,367.85,69.26666667,3465.5,70.28125,367.4,V1687 FS Sth,Utility Ford Ranger 4x2 Canopy Single Cab MRO,Field Services South,N/A,Southern Service Centre
23,1,V1857 Tech DS Sth,Utility Ford Ranger 4x2 Well Back Dual Cab,Technology & Digital Solutions,Home - BURPENGARY,Southern Service Centre,2.6,5.32,1.3,181.02,64.4,,,,,,,,0.00369213,0.000902778,0.125706019,,5.316666667,1.3,181.0166667,,26,70.28333333,10.7,1319.266667,77.42,54.8,V1704 Cap Delivery,Utility Ford Ranger 4x4 Alloy Tray Dual cab,Capital Delivery,N/A,N/A
24,1,V1857 Tech DS Sth,Utility Ford Ranger 4x2 Well Back Dual Cab,Technology & Digital Solutions,Home - BURPENGARY,Southern Service Centre,3.6,8.6,1.67,9.63,61.7,,,,,,,,0.005972222,0.001157407,0.006689815,,8.6,1.666666667,9.633333333,,27,1554.683333,400.3833333,33559.21667,82.82619048,1267.2,V1823 IPCD,Utility Ford Ranger 4x4 Alloy Tray Single Cab SPO,IPCD,N/A,N/A
25,1,V1857 Tech DS Sth,Utility Ford Ranger 4x2 Well Back Dual Cab,Technology & Digital Solutions,Home - BURPENGARY,Southern Service Centre,2.1,4.95,2.7,5.1,65.2,,,,,,,,0.0034375,0.001875,0.003541667,,4.95,2.7,5.1,,28,67.85,67.96666667,27610.78333,0.713043478,0,V1935 Planning,Utility Ford Ranger 4x2 Dual Cab,Network Operations,N/A,N/A
26,1,V1857 Tech DS Sth,Utility Ford Ranger 4x2 Well Back Dual Cab,Technology & Digital Solutions,Home - BURPENGARY,Southern Service Centre,4.1,9.5,2.97,1338.98,65.6,,,,,,,,0.006597222,0.002060185,0.929849537,,9.5,2.966666667,1338.983333,,29,58.3,11.95,8427.95,111.5,57.9,V1720 Pool NCC 3,Hatch Toyota Prius - Pool Vehicle Maud St 2,Pool Vehicle,Home - BUDERIM,Northern Corporate Centre
27,1,V1857 Tech DS Sth,Utility Ford Ranger 4x2 Well Back Dual Cab,Technology & Digital Solutions,Home - BURPENGARY,Southern Service Centre,26.8,43.98,14.55,1344.43,76.7,,,,,,,,0.030543981,0.010104167,0.933634259,,43.98333333,14.55,1344.433333,,30,89.78333333,21.88333333,475.8666667,82.45,61.4,V1851 Cap Del Wamuran,Utility Ford Ranger 4x4 Alloy Tray Dual Cab,Capital Delivery,Home - Morayfield,Northern Corporate Centre
28,1,V1857 Tech DS Sth,Utility Ford Ranger 4x2 Well Back Dual Cab,Technology & Digital Solutions,Home - BURPENGARY,Southern Service Centre,1.4,2.98,0.62,4.7,57.4,,,,,,,,0.002071759,0.000428241,0.003263889,,2.983333333,0.616666667,4.7,,32,607.2666667,106.9,3590.566667,87.42105263,563.2,V1821 FS Nth,Utility Ford Ranger 4x2 Canopy Single Cab MRO,Field Services North,N/A,N/A
29,1,V1857 Tech DS Sth,Utility Ford Ranger 4x2 Well Back Dual Cab,Technology & Digital Solutions,Home - BURPENGARY,Southern Service Centre,24.9,40.27,6.65,8.85,71.9,,,,,,,,0.027962963,0.004618056,0.006145833,,40.26666667,6.65,8.85,,33,45.7,14.9,2849.25,35.8,32,V1739 FS Sth,Utility Ford Ranger 4x2 Canopy Single Cab,Field Services South,Home - KALLANGUR,Southern Service Centre
30,1,V1857 Tech DS Sth,Utility Ford Ranger 4x2 Well Back Dual Cab,Technology & Digital Solutions,Home - BURPENGARY,Southern Service Centre,6.5,12.67,2.5,5.88,63,,,,,,,,0.008796296,0.001736111,0.004085648,,12.66666667,2.5,5.883333333,,35,544.6666667,111.65,32909,68.41612903,415.1,V1752,Utility Ford Ranger 4x2 Alloy Tray Single Cab SPO,0,Home - AROONA,Northern Corporate Centre
31,1,V1857 Tech DS Sth,Utility Ford Ranger 4x2 Well Back Dual Cab,Technology & Digital Solutions,Home - BURPENGARY,Southern Service Centre,20.8,29.13,2.97,10.03,75,,,,,,,,0.020231481,0.002060185,0.006967593,,29.13333333,2.966666667,10.03333333,,36,135.9333333,26.08333333,3210.683333,70.7,137.7,V1920 SSC Pool,Utility Ford Ranger 4x2 Dual Cab,Pool Vehicle,Home - CABOOLTURE,Southern Service Centre
32,1,V1857 Tech DS Sth,Utility Ford Ranger 4x2 Well Back Dual Cab,Technology & Digital Solutions,Home - BURPENGARY,Southern Service Centre,40.2,41.05,5.65,4.67,105.4,,,,,,,,0.028506944,0.003923611,0.003240741,,41.05,5.65,4.666666667,,37,1022.883333,431.4666667,23724.41667,61.98985507,529.2,V1812 NSC Fleet Ute,Utility Ford Ranger 4x2 Alloy Tray Dual Cab,Field Services North,Home - BUDERIM LINKS,Northern Service Centre
33,1,V1857 Tech DS Sth,Utility Ford Ranger 4x2 Well Back Dual Cab,Technology & Digital Solutions,Home - BURPENGARY,Southern Service Centre,2.3,3.33,0.43,2.35,62.8,,,,,,,,0.002314815,0.000300926,0.001631944,,3.333333333,0.433333333,2.35,,38,1.966666667,1.15,38.53333333,23,0.2,V1688 CCTV FS Nth,Van Mercedes Sprinter CCTV,Field Services North,N/A,Northern Service Centre
34,1,V1857 Tech DS Sth,Utility Ford Ranger 4x2 Well Back Dual Cab,Technology & Digital Solutions,Home - BURPENGARY,Southern Service Centre,20.6,34.72,7.7,1411.38,71.9,,,,,,,,0.024108796,0.005347222,0.980127315,,34.71666667,7.7,1411.383333,,39,814.5833333,294.1,21415.7,91.83103448,499.8,V1716 IPCD,Utility Ford Ranger 4x4 Alloy Tray Single Cab,IPCD,N/A,N/A
35,1,V1857 Tech DS Sth,Utility Ford Ranger 4x2 Well Back Dual Cab,Technology & Digital Solutions,Home - BURPENGARY,Southern Service Centre,30.4,28.68,4.8,9.52,104.5,,,,,,,,0.019918981,0.003333333,0.006608796,,28.68333333,4.8,9.516666667,,40,103.85,21.65,337.7833333,81.26,79.9,V1859 ME Sth,Utility Ford Ranger 4x2 Well Back Dual Cab,Mechanical and Electrical Services - South,Home - PETRIE,Southern Service Centre
36,1,V1857 Tech DS Sth,Utility Ford Ranger 4x2 Well Back Dual Cab,Technology & Digital Solutions,Home - BURPENGARY,Southern Service Centre,2.3,5.55,1.77,12.1,62.4,,,,,,,,0.003854167,0.001226852,0.008402778,,5.55,1.766666667,12.1,,41,2891.116667,2210.766667,9288.416667,64.2027027,555.5,V1685 CCTV FS Sth,Van Mercedes Sprinter MWB CCTV,Field Services South,Home - CABOOLTURE,Southern Service Centre
37,1,V1857 Tech DS Sth,Utility Ford Ranger 4x2 Well Back Dual Cab,Technology & Digital Solutions,Home - BURPENGARY,Southern Service Centre,30.1,33.1,10.03,10.42,98.5,,,,,,,,0.022986111,0.006967593,0.007233796,,33.1,10.03333333,10.41666667,,42,2083.766667,464.1,39035.3,77.14571429,1745.7,V1813 FS Nth,Utility Ford Ranger 4x4 Half Canopy Single Cab MRO,Field Services North,Home - Woombye,Northern Service Centre
38,1,V1857 Tech DS Sth,Utility Ford Ranger 4x2 Well Back Dual Cab,Technology & Digital Solutions,Home - BURPENGARY,Southern Service Centre,5.3,12.15,4.52,3.53,64.4,,,,,,,,0.0084375,0.003136574,0.002453704,,12.15,4.516666667,3.533333333,,43,1504.766667,896.2166667,5398.933333,77.92272727,559.9,V1772 FS Sth,Utility Ford Ranger 4x2  Canopy Single Cab MRO,Field Services South,Home - CABOOLTURE,Southern Service Centre
39,1,V1857 Tech DS Sth,Utility Ford Ranger 4x2 Well Back Dual Cab,Technology & Digital Solutions,Home - BURPENGARY,Southern Service Centre,38,59.67,10.5,5.78,73.3,,,,,,,,0.041435185,0.007291667,0.004016204,,59.66666667,10.5,5.783333333,,44,142.3166667,32.6,2757.833333,94.1,125,V1672 SSC Pool Car 1,Hatch Toyota Prius SSC Pool car 1,Pool Vehicle,Home - Morayfield,Southern Corporate Centre
40,1,V1857 Tech DS Sth,Utility Ford Ranger 4x2 Well Back Dual Cab,Technology & Digital Solutions,Home - BURPENGARY,Southern Service Centre,29.8,31.08,5.6,180.07,98.7,,,,,,,,0.021585648,0.003888889,0.125046296,,31.08333333,5.6,180.0666667,,45,3678.366667,1825.883333,28477.68333,73.89021739,1889.6,V1842 Water Sol Nth,Utility Ford Ranger 4x4 Canopy Single Cab - Lab,Water Solutions,Home - MARCOOLA,Treatment Plant Maroochydore
41,1,V1857 Tech DS Sth,Utility Ford Ranger 4x2 Well Back Dual Cab,Technology & Digital Solutions,Home - BURPENGARY,Southern Service Centre,15.8,22.52,4.37,10.05,75.4,,,,,,,,0.015636574,0.003032407,0.006979167,,22.51666667,4.366666667,10.05,,46,634.6333333,100.35,10208.65,81.61578947,631.6,V1720 Pool NCC 3,Hatch Toyota Prius - Pool Vehicle Maud St 2,Pool Vehicle,Home - Ashgrove,Northern Corporate Centre
42,1,V1857 Tech DS Sth,Utility Ford Ranger 4x2 Well Back Dual Cab,Technology & Digital Solutions,Home - BURPENGARY,Southern Service Centre,18.2,28.42,7.05,3.45,73.9,,,,,,,,0.019733796,0.004895833,0.002395833,,28.41666667,7.05,3.45,,47,434.8833333,49.61666667,11319.33333,83.32,475.1,V1789 STP Pool Nth,Hatch Toyota Prius - STP Pool Vehicle Maroochy STP,Treatment Plants,Home - Maroochydore,Northern Corporate Centre
43,1,V1857 Tech DS Sth,Utility Ford Ranger 4x2 Well Back Dual Cab,Technology & Digital Solutions,Home - BURPENGARY,Southern Service Centre,7.7,15.53,3.52,,69.8,,,,,,,,0.010787037,0.00244213,-,,15.53333333,3.516666667,#VALUE!,,48,3093.483333,1612.633333,20625.86667,68.60243902,1310.1,V1696 FS Sth,Utility Ford Ranger 4x2 Canopy Single Cab MRO,Field Services South,Home - Brighton,Southern Service Centre
44,1,V1857 Tech DS Sth,Utility Ford Ranger 4x2 Well Back Dual Cab,Technology & Digital Solutions,Home - BURPENGARY,Southern Service Centre,3.8,10.47,5.85,5.68,56.7,,,,,,,,0.007268519,0.0040625,0.003946759,,10.46666667,5.85,5.683333333,,49,4608.166667,2686.533333,37701.11667,53.55126904,1607.7,V1881 Pri Wks Sth,Utility Ford Ranger 4x4 Alloy Tray Modified Single Cab,Private Works South,N/A,N/A
45,1,V1857 Tech DS Sth,Utility Ford Ranger 4x2 Well Back Dual Cab,Technology & Digital Solutions,Home - BURPENGARY,Southern Service Centre,3.6,9.02,2.92,4.23,61.7,,,,,,,,0.006261574,0.002025463,0.002939815,,9.016666667,2.916666667,4.233333333,,50,80.65,11.2,169.2333333,109.3,85.1,V1754 Cap Delivery,Utility Ford Ranger 4x2 Alloy Tray Single Cab SPO,Capital Delivery,N/A,N/A
46,1,V1857 Tech DS Sth,Utility Ford Ranger 4x2 Well Back Dual Cab,Technology & Digital Solutions,Home - BURPENGARY,Southern Service Centre,6.6,11.5,2.43,5.67,64.1,,,,,,,,0.007986111,0.001689815,0.003935185,,11.5,2.433333333,5.666666667,,51,3.666666667,1.816666667,998.35,40.7,0.8,V1788 Pool NCC 1,Hatch Toyota Prius - Pool Vehicle Maud St 1,Pool Vehicle,N/A,N/A
47,1,V1857 Tech DS Sth,Utility Ford Ranger 4x2 Well Back Dual Cab,Technology & Digital Solutions,Home - BURPENGARY,Southern Service Centre,2.4,5.68,1.53,4140,58.5,,,,,,,,0.003946759,0.001064815,2.875,,5.683333333,1.533333333,4140,,52,133.8833333,38.78333333,4204.25,47.885,89.3,V1639 FS Nth,Utility Ford Ranger 4x4 Alloy Tray Single Cab & Valve Exerciser,Field Services North,N/A,N/A
48,1,V1857 Tech DS Sth,Utility Ford Ranger 4x2 Well Back Dual Cab,Technology & Digital Solutions,Home - BURPENGARY,Southern Service Centre,7.3,12.4,2.52,238.88,60,,,,,,,,0.008611111,0.001747685,0.165891204,,12.4,2.516666667,238.8833333,,54,219.65,66.4,4920.633333,55.3,113.6,V1793 ME Nth,Utility Ford Ranger 4x4 Half Canopy Single Cab EIC w/Crane,Mechanical and Electrical Services - North,N/A,N/A
49,1,V1857 Tech DS Sth,Utility Ford Ranger 4x2 Well Back Dual Cab,Technology & Digital Solutions,Home - BURPENGARY,Southern Service Centre,4.1,9.77,2.85,15.33,63.7,,,,,,,,0.006782407,0.001979167,0.010648148,,9.766666667,2.85,15.33333333,,55,38.53333333,4.783333333,310.8833333,56.5,48.1,V1799 Asset Kn P,Utility Ford Ranger 4x2 Alloy Tray Dual Cab,Asset Knowledge & Performance,N/A,Northern Corporate Centre
50,1,V1857 Tech DS Sth,Utility Ford Ranger 4x2 Well Back Dual Cab,Technology & Digital Solutions,Home - BURPENGARY,Southern Service Centre,2.6,5.07,1.05,1551.05,66.5,,,,,,,,0.003518519,0.000729167,1.077118056,,5.066666667,1.05,1551.05,,56,2.133333333,1.366666667,326.5,15,0.1,V1718 Water Solut. S,Utility Ford Ranger 4x4 Canopy Single Cab LAB,Water Solutions,N/A,Southern Service Centre
51,1,V1857 Tech DS Sth,Utility Ford Ranger 4x2 Well Back Dual Cab,Technology & Digital Solutions,Home - BURPENGARY,Southern Service Centre,4.5,8.92,1.52,11.02,58.7,,,,,,,,0.00619213,0.001053241,0.007650463,,8.916666667,1.516666667,11.01666667,,60,279.2166667,152.6,2382.15,64.58461538,83.4,V1666 FS Sth,Utility Ford Ranger 4x2 Canopy Single Cab,Field Services South,Home - Caboolture,Southern Service Centre
52,1,V1857 Tech DS Sth,Utility Ford Ranger 4x2 Well Back Dual Cab,Technology & Digital Solutions,Home - BURPENGARY,Southern Service Centre,3.4,6.83,1.45,1342.15,65.9,,,,,,,,0.00474537,0.001006944,0.932048611,,6.833333333,1.45,1342.15,,61,1314.35,181.2833333,37904.11667,77.22318841,1274.5,V1743 Comm Delivery,Utility Ford Ranger 4x2 Alloy Tray Single Cab SPO,Commercial Delivery,Home - MAPLETON,Northern Corporate Centre
53,1,V1857 Tech DS Sth,Utility Ford Ranger 4x2 Well Back Dual Cab,Technology & Digital Solutions,Home - BURPENGARY,Southern Service Centre,0.7,10.77,8.7,6.72,37,,,,,,,,0.007476852,0.006041667,0.004664352,,10.76666667,8.7,6.716666667,,62,1512.833333,284.1166667,37439.18333,72.04950495,1145.6,V1749 CS Trade waste,Utility Ford Ranger 4x2 Canopy Single Cab,Trade Waste,Home - PALMWOODS,Northern Service Centre
54,1,V1857 Tech DS Sth,Utility Ford Ranger 4x2 Well Back Dual Cab,Technology & Digital Solutions,Home - BURPENGARY,Southern Service Centre,6,11.78,2.83,7.75,60,,,,,,,,0.00818287,0.001967593,0.005381944,,11.78333333,2.833333333,7.75,,63,939.6833333,261.0666667,34573.9,73.09344262,604,V1657 STP Nth OnCall,Utility Ford Ranger 4x2 Alloy Tray Single Cab SPO,Treatment Plants,Home - BUDERIM,"Treatment Plants - Kawana, Maleny, Kenilworth, Landsborough"
55,1,V1857 Tech DS Sth,Utility Ford Ranger 4x2 Well Back Dual Cab,Technology & Digital Solutions,Home - BURPENGARY,Southern Service Centre,3.3,8.43,2.83,6.6,52.2,,,,,,,,0.005856481,0.001967593,0.004583333,,8.433333333,2.833333333,6.6,,64,150.5333333,48.15,1190.383333,54.4,95.8,V1689 ME Nth,Utility Ford Ranger 4x2 Single Cab,Mechanical and Electrical Services - North,N/A,N/A
56,1,V1857 Tech DS Sth,Utility Ford Ranger 4x2 Well Back Dual Cab,Technology & Digital Solutions,Home - BURPENGARY,Southern Service Centre,48.7,57.45,10.7,4.38,102.2,,,,,,,,0.039895833,0.007430556,0.003043981,,57.45,10.7,4.383333333,,65,406.05,94.4,7068.75,60.35238095,276.4,V1699 FS Sth,Utility Ford Ranger 4x2 Canopy Single Cab MRO,Field Services South,Home - Dakabin,Southern Service Centre
57,1,V1857 Tech DS Sth,Utility Ford Ranger 4x2 Well Back Dual Cab,Technology & Digital Solutions,Home - BURPENGARY,Southern Service Centre,38.1,46.33,4.3,1354.6,84.3,,,,,,,,0.032175926,0.002986111,0.940694444,,46.33333333,4.3,1354.6,,66,778.0666667,155.3,36896.3,69.33103448,630.6,V1841 WACI Nth,Utility Ford Ranger 4x2 Alloy Tray Single Cab,Wellbeing & Continuous Improvement,Home - WARNER,Southern Service Centre
58,1,V1857 Tech DS Sth,Utility Ford Ranger 4x2 Well Back Dual Cab,Technology & Digital Solutions,Home - BURPENGARY,Southern Service Centre,8.5,13.47,1.63,1388.83,60.9,,,,,,,,0.009351852,0.001134259,0.964467593,,13.46666667,1.633333333,1388.833333,,67,820.6166667,155.3666667,15388.66667,65.15454545,756,V1788 Pool NCC 1,Hatch Toyota Prius - Pool Vehicle Maud St 1,Pool Vehicle,Home - Maroochydore,Northern Corporate Centre
59,1,V1857 Tech DS Sth,Utility Ford Ranger 4x2 Well Back Dual Cab,Technology & Digital Solutions,Home - BURPENGARY,Southern Service Centre,31.2,47.97,11.07,138.45,76.3,,,,,,,,0.033310185,0.007685185,0.096145833,,47.96666667,11.06666667,138.45,,68,194.05,23.98333333,1601.016667,65.925,204.9,V1653 WS Sth,Utility Ford Ranger 4x2 Canopy Dual Cab,Water Solutions,Home - BANKSIA BEACH,Southern Service Centre
